group_fig2c	binID	GeneID	gene	KO	KO_Defintion	product	EC	FunC_ID
pha synthase	D20_O1.13	D20_O1.13_PROKKA_97355	phbC_11	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	4
pha synthase	D20_O1.17	D20_O1.17_PROKKA_69935	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	hypothetical protein	NA	3
pha synthase	D20_O1.17	D20_O1.17_PROKKA_135389	phbC_18	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D20_O1.17	D20_O1.17_PROKKA_178272	phbC_23	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D20_P23	D20_P23_PROKKA_113192	phbC_14	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D24_L14	D24_L14_PROKKA_105215	phbC_18	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D24_L14	D24_L14_PROKKA_252505	phbC_42	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D24_L14	D24_L14_PROKKA_288753	phbC_50	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D27_L1.3.2	D27_L1.3.2_PROKKA_18277	phbC_3	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D28_L2.9	D28_L2.9_PROKKA_67251	phbC_6	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	1
pha synthase	D29_L5	D29_L5_PROKKA_86979	phbC_10	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	1
pha synthase	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_174684	phbC_28	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_243772	phbC_38	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D30_P23	D30_P23_PROKKA_123383	phbC_16	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	2
pha synthase	D31_O1.3.2	D31_O1.3.2_PROKKA_71694	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Alpha/beta hydrolase family protein	NA	4
pha synthase	D35_G2.61	D35_G2.61_PROKKA_107032	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	hypothetical protein	NA	2
pha synthase	D36_L1.15	D36_L1.15_PROKKA_249653	phbC_23	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D36_L1.15	D36_L1.15_PROKKA_72091	phbC_3	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_204873	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Alpha/beta hydrolase family protein	NA	4
pha synthase	D39_G1.35	D39_G1.35_PROKKA_110579	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Alpha/beta hydrolase family protein	NA	2
pha synthase	D39_G1.35	D39_G1.35_PROKKA_252500	phbC_38	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	2
pha synthase	D39_O1.57	D39_O1.57_PROKKA_138589	phbC_22	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	1
pha synthase	D42_G1.1.2.3	D42_G1.1.2.3_PROKKA_77295	phbC_6	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	2
pha synthase	D44_G14	D44_G14_PROKKA_170068	phbC_21	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	3
pha synthase	D44_G14	D44_G14_PROKKA_208502	NA	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	acyl-CoA synthetase	NA	3
pha synthase	D49_O1	D49_O1_PROKKA_21526	phbC_2	K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	Poly-beta-hydroxybutyrate polymerase	2.3.1.-	4
pha depolymerase	D04_G2.13	D04_G2.13_PROKKA_62725	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D04_O2.19	D04_O2.19_PROKKA_276814	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D05_G3.4	D05_G3.4_PROKKA_140823	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D08_G1.16	D08_G1.16_PROKKA_57789	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D08_G1.16	D08_G1.16_PROKKA_67040	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D10_O1.45	D10_O1.45_PROKKA_16400	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D10_O1.45	D10_O1.45_PROKKA_217229	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D10_O1.45	D10_O1.45_PROKKA_258929	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	2
pha depolymerase	D10_O1.45	D10_O1.45_PROKKA_28589	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D11_O1.27.3	D11_O1.27.3_PROKKA_146656	phaZ2_1	K07518	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	D-(-)-3-hydroxybutyrate oligomer hydrolase	3.1.1.22	3
pha depolymerase	D11_O1.27.3	D11_O1.27.3_PROKKA_212980	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	3
pha depolymerase	D11_O1.27.3	D11_O1.27.3_PROKKA_31458	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	hypothetical protein	NA	3
pha depolymerase	D11_O1.27.3	D11_O1.27.3_PROKKA_36604	NA	K07518	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	D-(-)-3-hydroxybutyrate oligomer hydrolase precursor	3.1.1.22	3
pha depolymerase	D11_O1.7	D11_O1.7_PROKKA_261175	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	1
pha depolymerase	D13_G1.3.2	D13_G1.3.2_PROKKA_144989	xynZ_1	K03932	polyhydroxybutyrate depolymerase	Endo-1%2C4-beta-xylanase Z precursor	3.2.1.8	4
pha depolymerase	D13_G1.3.2	D13_G1.3.2_PROKKA_147579	pvaB	K03932	polyhydroxybutyrate depolymerase	Oxidized polyvinyl alcohol hydrolase precursor	3.7.1.7	4
pha depolymerase	D13_G1.3.2	D13_G1.3.2_PROKKA_48428	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D15_G1.8	D15_G1.8_PROKKA_70745	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	hypothetical protein	NA	3
pha depolymerase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_100387	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_21332	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	4
pha depolymerase	D15_O1.7.1.2.1	D15_O1.7.1.2.1_PROKKA_40751	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	4
pha depolymerase	D16_O2.2.1.1.14	D16_O2.2.1.1.14_PROKKA_74545	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D16_O2.2.1.1.14	D16_O2.2.1.1.14_PROKKA_111789	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D16_O2.2.1.1.14	D16_O2.2.1.1.14_PROKKA_09333	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D19_G1.34.1.1	D19_G1.34.1.1_PROKKA_275403	NA	K03932	polyhydroxybutyrate depolymerase	Prolyl oligopeptidase family protein	NA	2
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_66143	NA	K03932	polyhydroxybutyrate depolymerase	Stigma-specific protein%2C Stig1	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_96536	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_101668	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_109311	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_120956	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_157092	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_215651	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_240769	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	hypothetical protein	NA	4
pha depolymerase	D20_O1.13	D20_O1.13_PROKKA_56297	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	4
pha depolymerase	D20_P23	D20_P23_PROKKA_113194	phaZ2	K07518	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	D-(-)-3-hydroxybutyrate oligomer hydrolase	3.1.1.22	3
pha depolymerase	D20_P23	D20_P23_PROKKA_116154	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	hypothetical protein	NA	3
pha depolymerase	D23_P13	D23_P13_PROKKA_86806	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D23_P13	D23_P13_PROKKA_110294	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D23_P13	D23_P13_PROKKA_110295	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D23_P13	D23_P13_PROKKA_126901	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D23_P13	D23_P13_PROKKA_157752	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D24_L14	D24_L14_PROKKA_112018	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	3
pha depolymerase	D24_L14	D24_L14_PROKKA_124068	NA	K07518	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	D-(-)-3-hydroxybutyrate oligomer hydrolase precursor	3.1.1.22	3
pha depolymerase	D24_L14	D24_L14_PROKKA_186225	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	3
pha depolymerase	D24_L14	D24_L14_PROKKA_27920	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	3
pha depolymerase	D26_L1.23	D26_L1.23_PROKKA_114737	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D28_L2.9	D28_L2.9_PROKKA_168526	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D29_O1.25	D29_O1.25_PROKKA_106174	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D29_O1.25	D29_O1.25_PROKKA_106173	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D30_G5	D30_G5_PROKKA_92311	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D30_G5	D30_G5_PROKKA_287483	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_88844	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	3
pha depolymerase	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_65410	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	hypothetical protein	NA	3
pha depolymerase	D30_P23	D30_P23_PROKKA_33414	celK	K03932	polyhydroxybutyrate depolymerase	Cellulose 1%2C4-beta-cellobiosidase precursor	3.2.1.91	2
pha depolymerase	D31_O1.3.2	D31_O1.3.2_PROKKA_17872	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	4
pha depolymerase	D31_O1.3.2	D31_O1.3.2_PROKKA_221308	NA	K03932	polyhydroxybutyrate depolymerase	Putative esterase	NA	4
pha depolymerase	D33_L1.8.2	D33_L1.8.2_PROKKA_11759	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	2
pha depolymerase	D33_L1.8.2	D33_L1.8.2_PROKKA_48429	NA	K03932	polyhydroxybutyrate depolymerase	Prolyl oligopeptidase family protein	NA	2
pha depolymerase	D35_G2.61	D35_G2.61_PROKKA_189621	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	2
pha depolymerase	D35_G2.61	D35_G2.61_PROKKA_218528	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D35_G2.61	D35_G2.61_PROKKA_19566	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D36_G7	D36_G7_PROKKA_185183	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D36_G7	D36_G7_PROKKA_306192	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D36_L1.15	D36_L1.15_PROKKA_118890	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	hypothetical protein	NA	3
pha depolymerase	D36_L1.41	D36_L1.41_PROKKA_254380	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_15467	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D36_L2.1.6.2	D36_L2.1.6.2_PROKKA_234518	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	4
pha depolymerase	D37_G11	D37_G11_PROKKA_09559	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	1
pha depolymerase	D37_G11	D37_G11_PROKKA_16627	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D37_G11	D37_G11_PROKKA_16628	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D37_G11	D37_G11_PROKKA_295634	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D37_G11	D37_G11_PROKKA_54701	glpQ1_2	K03932	polyhydroxybutyrate depolymerase	putative glycerophosphoryl diester phosphodiesterase 1	3.1.4.46	1
pha depolymerase	D37_G1.25.1	D37_G1.25.1_PROKKA_89010	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D37_G1.25.1	D37_G1.25.1_PROKKA_101751	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D37_G1.25.1	D37_G1.25.1_PROKKA_122779	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D37_G5	D37_G5_PROKKA_64969	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D39_G1.35	D39_G1.35_PROKKA_221810	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D39_G1.35	D39_G1.35_PROKKA_33504	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	2
pha depolymerase	D39_G1.35	D39_G1.35_PROKKA_48616	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D39_O1.57	D39_O1.57_PROKKA_85390	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	1
pha depolymerase	D39_O1.57	D39_O1.57_PROKKA_24368	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	1
pha depolymerase	D41_O4	D41_O4_PROKKA_221288	NA	K03932	polyhydroxybutyrate depolymerase	Prolyl oligopeptidase family protein	NA	2
pha depolymerase	D41_O4	D41_O4_PROKKA_49304	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D42_G1.1.2.3	D42_G1.1.2.3_PROKKA_105871	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D42_G1.1.2.3	D42_G1.1.2.3_PROKKA_155473	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D43_G6	D43_G6_PROKKA_236008	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	1
pha depolymerase	D43_G6	D43_G6_PROKKA_20784	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D44_O1.1.2.2.1.2.7	D44_O1.1.2.2.1.2.7_PROKKA_118552	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D47_O14	D47_O14_PROKKA_309595	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	2
pha depolymerase	D47_O5	D47_O5_PROKKA_62249	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	2
pha depolymerase	D47_P30	D47_P30_PROKKA_122381	NA	K03932	polyhydroxybutyrate depolymerase	Putative esterase	NA	1
pha depolymerase	D47_P30	D47_P30_PROKKA_33056	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D47_P30	D47_P30_PROKKA_37545	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D49_O1	D49_O1_PROKKA_128364	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	4
pha depolymerase	D49_O1	D49_O1_PROKKA_203154	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	4
pha depolymerase	D51_G1.1.2	D51_G1.1.2_PROKKA_61307	NA	K03932	polyhydroxybutyrate depolymerase	Alpha/beta hydrolase family protein	NA	1
pha depolymerase	D51_G1.1.2	D51_G1.1.2_PROKKA_130170	NA	K03932	polyhydroxybutyrate depolymerase	Phospholipase/Carboxylesterase	NA	1
pha depolymerase	D51_G9	D51_G9_PROKKA_152750	NA	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	acyl-CoA synthetase	NA	3
pha depolymerase	D51_L1.24	D51_L1.24_PROKKA_77452	NA	K03932	polyhydroxybutyrate depolymerase	hypothetical protein	NA	3
pha depolymerase	D51_L1.24	D51_L1.24_PROKKA_113612	NA	K03932	polyhydroxybutyrate depolymerase	Esterase PHB depolymerase	NA	3
glyoxylate cycle	D04_O2.19	D04_O2.19_PROKKA_96167	icl_2	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	1
glyoxylate cycle	D04_O2.19	D04_O2.19_PROKKA_158117	icl_5	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	1
glyoxylate cycle	D04_O2.19	D04_O2.19_PROKKA_53906	glcB_6	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	1
glyoxylate cycle	D05_L3.17	D05_L3.17_PROKKA_111735	aceB_6	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	3
glyoxylate cycle	D08_O6	D08_O6_PROKKA_246604	aceB_8	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	4
glyoxylate cycle	D15_G1.18.2	D15_G1.18.2_PROKKA_35819	glcB_2	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D15_G1.8	D15_G1.8_PROKKA_108823	aceA_5	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D15_G1.8	D15_G1.8_PROKKA_12649	glcB_1	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D15_G4	D15_G4_PROKKA_192840	NA	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D15_L1.3	D15_L1.3_PROKKA_77120	NA	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D15_L1.3	D15_L1.3_PROKKA_140836	glcB_5	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D20_G1.24	D20_G1.24_PROKKA_34119	aceB_1	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	3
glyoxylate cycle	D20_G1.24	D20_G1.24_PROKKA_47838	aceA_6	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D20_O1.17	D20_O1.17_PROKKA_34590	aceB_2	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	3
glyoxylate cycle	D20_O1.17	D20_O1.17_PROKKA_34589	aceA_4	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D20_P23	D20_P23_PROKKA_77953	aceA_7	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D20_P23	D20_P23_PROKKA_94859	aceB_7	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	3
glyoxylate cycle	D24_L14	D24_L14_PROKKA_124079	aceA_11	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D24_L14	D24_L14_PROKKA_187442	aceB_10	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	3
glyoxylate cycle	D26_L1.23	D26_L1.23_PROKKA_34135	aceB_1	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	2
glyoxylate cycle	D26_L1.23	D26_L1.23_PROKKA_34137	icl_2	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	2
glyoxylate cycle	D27_L1.3.2	D27_L1.3.2_PROKKA_154626	glcB_10	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D28_L2.9	D28_L2.9_PROKKA_261199	icl_10	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	1
glyoxylate cycle	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_76352	aceA_6	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D30_O2.4.2.2.2	D30_O2.4.2.2.2_PROKKA_82496	NA	K01638	malate synthase [EC:2.3.3.9]	malate synthase	NA	3
glyoxylate cycle	D32_O1.57	D32_O1.57_PROKKA_171715	aceA_14	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D32_O1.57	D32_O1.57_PROKKA_171716	glcB_7	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D36_G7	D36_G7_PROKKA_146248	icl_7	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	2
glyoxylate cycle	D36_G7	D36_G7_PROKKA_308839	aceB_8	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	2
glyoxylate cycle	D36_L1.15	D36_L1.15_PROKKA_52201	glcB_1	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D37_G5	D37_G5_PROKKA_87575	aceB_6	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	2
glyoxylate cycle	D44_G14	D44_G14_PROKKA_190877	glcB_13	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D44_G14	D44_G14_PROKKA_246525	NA	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D47_O14	D47_O14_PROKKA_181951	aceB_9	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	2
glyoxylate cycle	D47_P30	D47_P30_PROKKA_141437	aceA_11	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	1
glyoxylate cycle	D47_P30	D47_P30_PROKKA_141438	glcB_9	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	1
glyoxylate cycle	D49_G15	D49_G15_PROKKA_59186	aceB_6	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	2
glyoxylate cycle	D51_G9	D51_G9_PROKKA_84345	glcB_4	K01638	malate synthase [EC:2.3.3.9]	Malate synthase G	2.3.3.9	3
glyoxylate cycle	D51_L1.24	D51_L1.24_PROKKA_272689	aceA_17	K01637	isocitrate lyase [EC:4.1.3.1]	Isocitrate lyase	4.1.3.1	3
glyoxylate cycle	D51_L1.24	D51_L1.24_PROKKA_272690	aceB_21	K01638	malate synthase [EC:2.3.3.9]	Malate synthase A	2.3.3.9	3
ethylmalonyl-CoA cycle	D04_O2.19	D04_O2.19_PROKKA_304476	inhA_16	K11611	enoyl ACP reductase [EC:1.3.1.9]	Enoyl-[acyl-carrier-protein] reductase [NADH]	1.3.1.9	1
ethylmalonyl-CoA cycle	D05_G3.14.1	D05_G3.14.1_PROKKA_113202	ccrA2_4	K17829	crotonyl-CoA reductase [EC:1.3.1.86]	Crotonyl-CoA reductase	1.3.1.86	1
